molecule,beta_rst_converged,br-iters,br-energy,br-s2,reference_converged,reference_nao,candidate_nao,alpha_electrons_reference,alpha_electrons_candidate,beta_electrons_reference,beta_electrons_candidate,alpha_electron_count_error,beta_electron_count_error,occupation_count_match,alpha_fractional_occupations_reference,alpha_fractional_occupations_candidate,beta_fractional_occupations_reference,beta_fractional_occupations_candidate,alpha_subspace_mean_squared_overlap,alpha_subspace_min_squared_overlap,alpha_subspace_rms_sine_angle,beta_subspace_mean_squared_overlap,beta_subspace_min_squared_overlap,beta_subspace_rms_sine_angle,reference_integrated_spin,candidate_integrated_spin,integrated_spin_error,spin_density_cosine_similarity,spin_density_relative_l2_error,spin_density_relative_l1_error,atomic_spin_rmse,atomic_spin_max_abs_error,soscf_energy,soscf_s2,soscf_converged,energy_difference_meh,absolute_energy_difference_meh,spin_square_difference
dsgdb9nsd_044929,True,221,-451.4466968405,0.750064,True,198,207,34.0,34.0,33.0,33.0,0.0,0.0,True,0,0,0,0,0.969979578684114,0.0009446039407693,0.1732640219892343,0.9990138866668072,0.9908391394843457,0.0314024415164314,0.999916964244504,0.9999897225466196,7.27583021156164e-05,0.001875889066185,9.54235973989612,2.1225482337432173,0.929834870204708,2.077895291156732,-451.44643835265043,0.750061614350173,True,-0.2584878495781595,0.2584878495781595,2.3856498269081428e-06
dsgdb9nsd_048577,True,19,-455.1321162754,0.765383,True,198,207,34.0,34.0,33.0,33.0,0.0,0.0,True,0,0,0,0,0.9704551988552408,0.0161741939434316,0.1718860120683453,0.9989861867316574,0.9921173817747664,0.0318404344873403,0.9999380297544288,0.999958613339086,2.0583584656952425e-05,0.1508744191588904,10.563572070459616,2.034159150966962,1.4699924561918585,3.880742710961013,-455.1336012225698,0.7502494457604172,True,1.4849471697857552,1.4849471697857552,0.015133554239582847
dsgdb9nsd_052463,True,17,-493.4404699914,0.750309,True,210,219,36.0,36.0,35.0,35.0,0.0,0.0,True,0,0,0,0,0.99991426846993,0.9971655615542918,0.0092591322525248,0.999991855895618,0.9999392358851312,0.0028537877254646,1.0001076163330342,1.0000837425529248,-2.38737801094846e-05,0.9958328485489952,0.0929587903415248,0.0829346954369361,0.448207911776783,1.4608563737643112,-493.4394317390354,0.7502846857677241,True,-1.0382523645944275,1.0382523645944275,2.431423227589047e-05
dsgdb9nsd_053269,True,20,-346.4737706297,0.750194,True,222,231,33.0,33.0,32.0,32.0,0.0,0.0,True,0,0,0,0,0.9992502269177922,0.9754928463804228,0.0273819846287278,0.999992560135105,0.9999490486165008,0.0027276115733482,1.0000759442166984,1.0001042072551518,2.8263038453379963e-05,0.9701223391390772,0.3278018787122133,0.2461862508099081,5.466497708114441,13.109527141325056,-346.47578292014595,0.7501544269711111,True,2.012290445918552,2.012290445918552,3.9573028888906236e-05
dsgdb9nsd_053893,True,270,-419.3812693245,0.750941,True,210,219,34.0,34.0,33.0,33.0,0.0,0.0,True,0,0,0,0,0.9697598018054514,0.0006525424651655,0.1738970908168065,0.9985564000332544,0.984931390435402,0.0379947360399495,1.000001439210545,1.0000068494960666,5.4102855215898416e-06,0.0207018256963283,1.2019966213166706,1.706031317596755,0.2700629729953017,0.836054143534581,-419.3548096497689,0.7682315454835447,True,-26.459674731086125,26.459674731086125,-0.017290545483544695
dsgdb9nsd_053940,True,212,-453.8118468467,0.750155,True,222,231,36.0,36.0,35.0,35.0,0.0,0.0,True,0,0,0,0,0.9716909562307396,4.053130657024854e-05,0.1682529160795144,0.9990967115248122,0.9893376056373804,0.0300547579459204,0.999945218200798,1.000025353871851,8.013567105313868e-05,0.0203263400236357,7.099205591101803,2.0107692508840023,0.846990914285147,2.446702973908012,-453.8316338293483,0.7501920590140259,True,19.78698264827017,19.78698264827017,-3.7059014025841996e-05
dsgdb9nsd_062484,True,318,-420.621716974,0.750275,True,222,231,35.0,35.0,34.0,34.0,0.0,0.0,True,0,0,0,0,0.9735844515875188,0.0934510885396868,0.1625286079817369,0.9992502046639408,0.9932855218391308,0.0273823909850713,1.0001340923472113,0.9999948415156952,-0.000139250831516,0.0196671694471045,7.258179738738625,1.9305850817363213,0.7512500340888876,1.6855931155606128,-420.62203145555156,0.7502353547400631,True,0.31448155158386726,0.31448155158386726,3.9645259936937904e-05
dsgdb9nsd_062502,True,20,-378.5889129486,0.750269,True,210,219,33.0,33.0,32.0,32.0,0.0,0.0,True,0,0,0,0,0.9696651957061996,1.0186536065877593e-05,0.1741688958850014,0.9999648628893612,0.9997445357941456,0.005927656420445,1.0000264531253562,1.0000183997007333,-8.053424622955774e-06,0.5298141884567805,1.0395227840952874,0.9014550698672013,0.5672477390033762,1.1440258944109098,-378.56708293095585,0.7505194216259099,True,-21.830017644163036,21.830017644163036,-0.00025042162590993566
dsgdb9nsd_062721,True,2458,-347.6985598931,0.96236,True,234,243,34.0,34.0,33.0,33.0,0.0,0.0,True,0,0,0,0,0.9720889463426552,0.0775382201597558,0.1670660158660182,0.9992659670369544,0.9825352912515426,0.0270930427055667,1.000001857291969,1.0000633636363645,6.1506344395168e-05,0.1207141120327545,5.9838606626128525,1.5554973975958208,0.4093212018624734,1.2451655285072365,-347.6899065262783,0.7500446773463381,True,-8.653366821704367,8.653366821704367,0.21231532265366193
dsgdb9nsd_062722,True,3287,-383.528476962,0.910817,True,222,231,34.0,34.0,33.0,33.0,0.0,0.0,True,0,0,0,0,0.9990437855661648,0.982735334608128,0.0309227171159853,0.9991491054432368,0.9827709851023412,0.0291700969618429,1.0000562200525032,1.000068032097153,1.1812044649728293e-05,0.5016052540799713,0.9236769404745035,0.5407957383077359,0.634993199836792,1.2790933246694598,-383.5283764563836,0.8747472966066994,True,-0.10050561638763611,0.10050561638763611,0.03606970339330062
dsgdb9nsd_067149,True,21,-383.532544898,0.750217,True,222,231,34.0,34.0,33.0,33.0,0.0,0.0,True,0,0,0,0,0.9998433529669052,0.9949800139070124,0.0125158712479337,0.9999905593705416,0.9999493774135088,0.0030725607331003,0.99992082467287,0.9999274677791564,6.6431062863969714e-06,0.9947837817759484,0.1052101720347165,0.1037266015958097,1.261690703396162,3.2974236978098888,-383.5326571588961,0.7501930121548313,True,0.11226089605997913,0.11226089605997913,2.3987845168771393e-05
dsgdb9nsd_068471,True,215,-400.7282338118,0.750205,True,228,237,35.0,35.0,34.0,34.0,0.0,0.0,True,0,0,0,0,0.9708361151815794,0.0017540094623291,0.1707743681540665,0.9989872331530752,0.9896924900055926,0.0318239979720469,0.9999652050524128,0.9999699841060458,4.779053632941732e-06,0.0092267788577823,7.041483216840034,1.8862779176238835,1.40097598337618,3.4529552811005666,-400.72954917479933,0.7501733956768035,True,1.3153629993212235,1.3153629993212235,3.160432319648798e-05
dsgdb9nsd_069160,True,200,-420.5490101423,0.75022,True,222,231,35.0,35.0,34.0,34.0,0.0,0.0,True,0,0,0,0,0.9740290740632028,0.1164452389411422,0.1611549749055141,0.998851831667477,0.9904489813858388,0.033884632689803,0.9999928116509128,0.9999965020559728,3.6904050599861904e-06,0.0737367750454824,9.565395467256186,2.1236556711148378,1.0256456065797872,2.6362503914725046,-420.54985841661943,0.7501865423170031,True,0.8482743194235809,0.8482743194235809,3.345768299689578e-05
dsgdb9nsd_074772,True,122,-347.7161280004,0.753988,True,234,243,34.0,34.0,33.0,33.0,0.0,0.0,True,0,0,0,0,0.9728752778715156,0.1018877793764726,0.1646958473322401,0.9993356293688076,0.9832201881549266,0.0257753880900433,0.9998690238718264,0.9998274323981962,-4.159147363036464e-05,-0.3419488801695486,1.1499121603328295,0.9736206126762736,0.6102573337857603,1.4990836631076845,-347.70966676810906,0.813096335844719,True,-6.461232290916996,6.461232290916996,-0.05910833584471897
dsgdb9nsd_076352,True,21,-346.4564332297,0.750189,True,222,231,33.0,33.0,32.0,32.0,0.0,0.0,True,0,0,0,0,0.9996756159325838,0.989696796229937,0.0180106653796029,0.99998773331337,0.9998834361223524,0.003502382993052,0.9998691424226284,0.999888568705772,1.942628314388628e-05,0.9851769759155206,0.1813184500493662,0.1725285395298804,0.9524753892641472,3.233338446272738,-346.4565124082683,0.7501640380887125,True,0.0791785682849877,0.0791785682849877,2.4961911287535443e-05
dsgdb9nsd_076417,True,1249,-457.5171100867,0.750114,True,222,231,36.0,36.0,35.0,35.0,0.0,0.0,True,0,0,0,0,0.9825707862583952,0.3764253718176514,0.132019747544088,0.999872399299504,0.9991573073843802,0.0112960480034378,0.9998390797360854,0.9999492297223092,0.0001101499862237,0.2339797877354747,1.1547428044092358,1.4417581672602169,0.8420510725096148,2.3691290956895337,-457.51778010218055,0.7501000225361096,True,0.6700154805798775,0.6700154805798775,1.3977463890313402e-05
dsgdb9nsd_077191,True,625,-346.4625202906,0.750236,True,222,231,33.0,33.0,32.0,32.0,0.0,0.0,True,0,0,0,0,0.997860431047805,0.9299038031123862,0.0462554748348239,0.9999815781220084,0.9999028180583732,0.0042920715268609,1.000026748578244,1.000037927313909,1.1178735665140492e-05,0.9510460869909232,0.4588025703261917,0.381650335126204,1.7345853543425307,4.081003430282637,-346.465146863594,0.7502105957081575,True,2.6265729939609628,2.6265729939609628,2.540429184250126e-05
dsgdb9nsd_103742,True,19,-422.8937536997,0.750182,True,246,255,37.0,37.0,36.0,36.0,0.0,0.0,True,0,0,0,0,0.999499116106303,0.9821397568068336,0.022380435511777,0.9999812600357232,0.999886676595651,0.0043289680383446,0.999772864856942,0.9997757227621444,2.8579052024912954e-06,0.9879260432370546,0.1551941175038377,0.1767753059439991,0.6117208515652819,1.3699808727865326,-422.89562024805224,0.750162070704846,True,1.866548352211339,1.866548352211339,1.992929515404196e-05
dsgdb9nsd_109477,True,258,-420.6233264081,0.750409,True,222,231,35.0,35.0,34.0,34.0,0.0,0.0,True,0,0,0,0,0.9770322612206568,0.2148945917824623,0.1515511094625937,0.9992729228307964,0.9934134687237776,0.0269643685111266,0.9999199117088666,1.000026242222061,0.0001063305131943,0.1213263527824928,6.564844122684985,1.8541714967691807,0.7119160698335868,1.8405316883147445,-420.62333696724966,0.7503871158950517,True,0.010559149643540877,0.010559149643540877,2.1884104948299843e-05
dsgdb9nsd_110138,True,21,-351.2535882669,0.750134,True,270,279,37.0,37.0,36.0,36.0,0.0,0.0,True,0,0,0,0,0.9994376830489078,0.9797484881374336,0.0237132231274476,0.9999844462486552,0.9998633264484574,0.0039438244566456,0.9999176014504776,0.9999028801021478,-1.4721348329804762e-05,0.9695153534738024,0.2636852418505089,0.2401724174500885,0.3555669375511033,0.8055915820517128,-351.2543049651226,0.7501256864068324,True,0.7166982226181062,0.7166982226181062,8.313593167552646e-06
dsgdb9nsd_110148,True,16,-458.6667926894,0.750115,True,234,243,37.0,37.0,36.0,36.0,0.0,0.0,True,0,0,0,0,0.9999686602415055,0.9991910515194724,0.0055981924309918,0.9999901287149446,0.999915912025484,0.0031418601266491,0.9996975984841138,0.9996979276533215,3.2916920789105575e-07,0.9997781719024624,0.0219658658630146,0.0237539236579839,0.012633965163698,0.039862848318551,-458.665704762307,0.7501155977740126,True,-1.0879270930104212,1.0879270930104212,-5.977740126228426e-07
dsgdb9nsd_110149,True,17,-458.7203949808,0.750186,True,234,243,37.0,37.0,36.0,36.0,0.0,0.0,True,0,0,0,0,0.9999755558762484,0.9997038448566627,0.0049440998929591,0.9999830959074464,0.9998269971172952,0.004111458689299,0.999875983079037,0.9998757028051316,-2.80273905306494e-07,0.9999545539426928,0.010348252653967,0.0104416107902319,0.0042945572435375,0.014026346103924,-458.7196794865046,0.7501853383169959,True,-0.715494295377539,0.715494295377539,6.616830041661359e-07
dsgdb9nsd_113065,True,293,-457.5379620594,0.750246,True,222,231,36.0,36.0,35.0,35.0,0.0,0.0,True,0,0,0,0,0.97605671068611,0.1577262903299153,0.1547361926437702,0.9991364543481274,0.9922332610218068,0.0293861472784842,0.9998979656323748,1.0000011930334325,0.0001032274010573,0.0451140017839744,7.825515606538821,1.918141465342728,0.9486581702504226,2.664643150707712,-457.53755743222405,0.7502515304992627,True,-0.40462717595346476,0.40462717595346476,-5.530499262773603e-06
dsgdb9nsd_128207,True,74,-432.7134963777,0.750129,True,216,225,35.0,35.0,34.0,34.0,0.0,0.0,True,0,0,0,0,0.999849088233962,0.9949662376663062,0.0122846150138269,0.9999922056219274,0.999922890417416,0.0027918413408801,0.9999267950989652,0.9999432422059386,1.6447106973349612e-05,0.9973394472925322,0.074174549173403,0.0950207279667522,0.9194230689213274,3.0442127822864133,-432.71304874706675,0.7501240710682424,True,-0.44763063323216556,0.44763063323216556,4.92893175763065e-06
