molecule,dalpha,dbeta
dsgdb9nsd_012941,0.0,0.9
dsgdb9nsd_012941,0.0,1.1
dsgdb9nsd_012941,0.0,1.1
dsgdb9nsd_075612,0.0,1.3
dsgdb9nsd_075612,0.0,1.3
dsgdb9nsd_075612,0.0,2.0
dsgdb9nsd_075612,0.0,2.0
dsgdb9nsd_075612,0.0,1.3
dsgdb9nsd_075612,0.0,1.6
dsgdb9nsd_075612,0.0,2.0
dsgdb9nsd_006488,0.5,1.0
dsgdb9nsd_006488,0.5,1.7
dsgdb9nsd_006488,0.5,1.0
dsgdb9nsd_006488,0.5,1.0
dsgdb9nsd_006488,0.5,1.0
dsgdb9nsd_096790,1.0,1.0
dsgdb9nsd_096790,0.5,1.7
dsgdb9nsd_096790,0.5,1.7
dsgdb9nsd_096790,0.8,0.1
dsgdb9nsd_096790,0.5,1.7
dsgdb9nsd_096790,0.9,1.7
dsgdb9nsd_096790,1.3,0.2
dsgdb9nsd_096790,0.5,1.7
dsgdb9nsd_096790,1.2,1.7
dsgdb9nsd_096790,0.5,1.7
dsgdb9nsd_010895,0.0,1.1
dsgdb9nsd_010895,0.0,1.1
dsgdb9nsd_010895,0.0,0.9
dsgdb9nsd_010895,0.0,1.1
dsgdb9nsd_010895,0.0,0.9
dsgdb9nsd_010895,0.0,1.2
dsgdb9nsd_010895,0.0,1.1
dsgdb9nsd_085244,0.0,1.7
dsgdb9nsd_085244,0.0,1.6
dsgdb9nsd_085244,0.0,1.7
dsgdb9nsd_085244,0.0,1.7
dsgdb9nsd_085244,0.0,1.8
dsgdb9nsd_085244,0.0,1.7
dsgdb9nsd_077859,0.0,1.6
dsgdb9nsd_006972,0.0,0.9
dsgdb9nsd_006972,0.0,0.9
dsgdb9nsd_006972,0.0,0.9
dsgdb9nsd_006972,0.0,1.2
dsgdb9nsd_006972,0.0,1.2
dsgdb9nsd_006972,0.0,0.9
dsgdb9nsd_006972,0.0,1.2
dsgdb9nsd_006972,0.0,0.9
dsgdb9nsd_109148,0.7,1.0
dsgdb9nsd_109148,0.7,1.0
dsgdb9nsd_109148,0.7,1.3
dsgdb9nsd_109148,0.9,1.4
dsgdb9nsd_109148,0.9,1.4
dsgdb9nsd_109148,0.7,1.0
dsgdb9nsd_109148,0.7,1.0
dsgdb9nsd_109148,0.7,1.0
dsgdb9nsd_109148,0.9,1.4
dsgdb9nsd_006998,0.0,0.9
dsgdb9nsd_006998,0.0,0.9
dsgdb9nsd_006998,0.0,1.1
dsgdb9nsd_006998,0.0,1.1
dsgdb9nsd_006998,0.0,0.7
dsgdb9nsd_006998,0.0,1.1
dsgdb9nsd_006998,0.0,0.8
dsgdb9nsd_006998,0.0,0.9
dsgdb9nsd_006998,0.0,1.1
dsgdb9nsd_121760,1.2,1.3
dsgdb9nsd_121760,0.8,1.9
dsgdb9nsd_121760,0.9,1.7
dsgdb9nsd_121760,1.2,1.9
dsgdb9nsd_121760,0.9,1.8
dsgdb9nsd_121760,0.8,1.9
dsgdb9nsd_121760,0.8,1.9
dsgdb9nsd_121760,1.0,1.9
dsgdb9nsd_121760,1.2,1.9
dsgdb9nsd_121760,0.9,1.8
dsgdb9nsd_000672,0.0,1.1
dsgdb9nsd_000672,0.0,1.1
dsgdb9nsd_000672,0.0,1.4
dsgdb9nsd_000672,0.0,1.2
dsgdb9nsd_000672,0.0,1.2
dsgdb9nsd_000672,0.0,1.2
dsgdb9nsd_000672,0.0,1.2
dsgdb9nsd_000672,0.0,1.1
dsgdb9nsd_001938,1.2,1.9
dsgdb9nsd_001938,1.2,1.6
dsgdb9nsd_001938,1.2,0.7
dsgdb9nsd_001938,1.2,1.3
dsgdb9nsd_001938,1.0,1.8
dsgdb9nsd_001938,1.3,0.2
dsgdb9nsd_001938,1.2,1.9
dsgdb9nsd_001938,1.3,1.6
dsgdb9nsd_001938,1.2,1.6
dsgdb9nsd_001938,1.2,1.6
dsgdb9nsd_001938,1.2,0.2
dsgdb9nsd_001938,0.9,0.8
dsgdb9nsd_001938,1.2,1.9
dsgdb9nsd_001938,1.1,0.6
dsgdb9nsd_001938,1.4,1.9
dsgdb9nsd_001938,1.2,1.6
dsgdb9nsd_001938,1.2,1.6
dsgdb9nsd_001938,1.6,1.9
dsgdb9nsd_001938,1.2,1.9
dsgdb9nsd_001938,1.2,1.1
dsgdb9nsd_001938,1.2,0.0
dsgdb9nsd_001938,1.2,1.0
dsgdb9nsd_001938,1.2,1.6
dsgdb9nsd_001938,1.2,1.3
dsgdb9nsd_001938,1.5,1.6
dsgdb9nsd_001938,0.8,1.9
dsgdb9nsd_001938,1.2,1.6
dsgdb9nsd_063329,1.2,1.3
dsgdb9nsd_063329,0.6,1.3
dsgdb9nsd_063329,1.8,1.2
dsgdb9nsd_063329,0.8,0.2
dsgdb9nsd_063329,1.0,1.6
dsgdb9nsd_063329,1.0,2.0
dsgdb9nsd_063329,0.0,1.1
dsgdb9nsd_063329,1.2,1.9
dsgdb9nsd_063329,1.1,0.6
dsgdb9nsd_063329,0.5,1.7
dsgdb9nsd_063329,0.9,1.8
dsgdb9nsd_063329,0.9,1.6
dsgdb9nsd_063329,1.4,1.8
dsgdb9nsd_063329,1.0,0.8
dsgdb9nsd_063329,1.0,1.1
dsgdb9nsd_063329,1.3,0.2
dsgdb9nsd_063329,1.0,0.4
dsgdb9nsd_063329,0.2,1.8
dsgdb9nsd_063329,0.8,1.8
dsgdb9nsd_063329,1.0,1.8
dsgdb9nsd_063329,0.8,1.8
dsgdb9nsd_063329,0.2,0.0
dsgdb9nsd_063329,1.0,1.8
dsgdb9nsd_063329,0.9,1.8
dsgdb9nsd_063329,1.5,1.4
dsgdb9nsd_063329,0.4,0.2
dsgdb9nsd_063329,0.3,1.8
dsgdb9nsd_063329,1.0,0.7
dsgdb9nsd_004050,0.8,2.0
dsgdb9nsd_004050,0.8,0.3
dsgdb9nsd_004050,0.7,0.3
dsgdb9nsd_004050,0.8,2.0
dsgdb9nsd_004050,0.8,2.0
dsgdb9nsd_004050,0.8,0.3
dsgdb9nsd_004050,0.8,2.0
dsgdb9nsd_004050,0.9,1.8
dsgdb9nsd_004050,0.8,0.3
dsgdb9nsd_002927,0.9,1.7
dsgdb9nsd_002927,0.9,0.4
dsgdb9nsd_002927,0.9,1.1
dsgdb9nsd_002927,0.5,1.7
dsgdb9nsd_002927,0.9,1.1
dsgdb9nsd_002927,0.9,0.4
dsgdb9nsd_002927,0.9,1.1
dsgdb9nsd_002927,0.9,1.1
dsgdb9nsd_002927,0.9,1.1
dsgdb9nsd_002927,0.9,1.7
dsgdb9nsd_002927,0.9,0.4
dsgdb9nsd_002927,0.9,1.1
dsgdb9nsd_019083,0.1,0.4
dsgdb9nsd_019083,0.1,0.9
dsgdb9nsd_019083,0.1,1.4
dsgdb9nsd_019083,0.1,0.4
dsgdb9nsd_019083,0.1,0.4
dsgdb9nsd_020110,0.0,1.6
dsgdb9nsd_020110,0.0,1.6
dsgdb9nsd_019656,0.0,1.2
dsgdb9nsd_019656,0.0,1.2
dsgdb9nsd_019656,0.0,1.2
dsgdb9nsd_019656,0.0,1.4
dsgdb9nsd_019656,0.0,1.0
dsgdb9nsd_019656,0.0,1.2
dsgdb9nsd_019656,0.0,1.2
dsgdb9nsd_018665,0.6,0.1
dsgdb9nsd_018665,0.5,0.1
dsgdb9nsd_018665,0.5,0.1
dsgdb9nsd_018665,0.5,0.1
dsgdb9nsd_018665,0.6,0.1
dsgdb9nsd_018665,0.5,0.1
dsgdb9nsd_018665,0.5,0.1
dsgdb9nsd_018665,0.6,0.1
dsgdb9nsd_026085,0.0,1.2
dsgdb9nsd_026085,0.0,1.1
dsgdb9nsd_026085,0.0,1.1
dsgdb9nsd_026085,0.0,1.2
dsgdb9nsd_002328,0.1,1.7
dsgdb9nsd_002328,0.1,1.7
dsgdb9nsd_003428,0.0,0.9
dsgdb9nsd_003428,0.0,1.1
dsgdb9nsd_003428,0.0,0.9
dsgdb9nsd_003428,0.0,1.1
dsgdb9nsd_003428,0.0,1.1
dsgdb9nsd_003428,0.0,1.1
dsgdb9nsd_049348,0.0,1.8
dsgdb9nsd_049348,0.0,1.9
dsgdb9nsd_049348,0.0,1.8
dsgdb9nsd_049348,0.0,1.1
dsgdb9nsd_057990,0.8,1.8
dsgdb9nsd_057990,0.8,0.2
dsgdb9nsd_057990,0.9,1.8
dsgdb9nsd_057990,0.8,2.0
dsgdb9nsd_057990,0.8,2.0
dsgdb9nsd_057990,0.8,2.0
dsgdb9nsd_057990,1.1,0.6
dsgdb9nsd_057990,0.8,2.0
dsgdb9nsd_057990,1.1,0.6
dsgdb9nsd_057990,0.8,2.0
dsgdb9nsd_009295,0.1,0.3
dsgdb9nsd_009295,0.1,0.3
dsgdb9nsd_009295,0.1,0.2
dsgdb9nsd_009295,0.1,0.1
dsgdb9nsd_009295,0.1,0.3
dsgdb9nsd_000208,0.0,1.6
dsgdb9nsd_000208,0.0,1.6
dsgdb9nsd_000208,0.0,1.6
dsgdb9nsd_084367,0.0,0.7
dsgdb9nsd_084367,0.0,0.7
dsgdb9nsd_084367,0.0,0.8
dsgdb9nsd_084367,0.0,0.9
dsgdb9nsd_084367,0.0,0.7
dsgdb9nsd_066745,1.3,0.8
dsgdb9nsd_066745,1.1,0.6
dsgdb9nsd_066745,1.3,0.2
dsgdb9nsd_066745,1.0,0.2
dsgdb9nsd_066745,1.3,1.0
dsgdb9nsd_066745,1.1,0.6
dsgdb9nsd_066745,1.3,0.2
dsgdb9nsd_066745,0.5,1.7
dsgdb9nsd_066745,1.3,0.2
dsgdb9nsd_066745,1.3,0.0
dsgdb9nsd_066745,0.8,0.1
dsgdb9nsd_066745,1.3,1.2
dsgdb9nsd_066745,1.3,0.2
dsgdb9nsd_066745,1.3,0.2
dsgdb9nsd_066745,1.3,1.6
dsgdb9nsd_066745,1.1,0.7
dsgdb9nsd_066745,1.3,0.9
dsgdb9nsd_003976,0.0,1.6
dsgdb9nsd_003976,0.0,1.7
dsgdb9nsd_003976,0.0,1.6
dsgdb9nsd_003976,0.0,1.6
dsgdb9nsd_005380,0.5,1.5
dsgdb9nsd_005380,0.5,1.5
dsgdb9nsd_005380,0.5,1.5
dsgdb9nsd_007255,1.2,1.7
dsgdb9nsd_007255,0.6,0.6
dsgdb9nsd_007255,0.9,1.8
dsgdb9nsd_007255,0.6,0.1
dsgdb9nsd_007255,0.6,0.6
dsgdb9nsd_007255,1.1,0.6
dsgdb9nsd_007255,0.9,1.4
dsgdb9nsd_007255,0.6,0.6
dsgdb9nsd_007255,0.8,1.0
dsgdb9nsd_007255,0.9,1.8
dsgdb9nsd_007255,0.6,0.6
dsgdb9nsd_007255,0.6,0.6
dsgdb9nsd_007255,0.9,1.8
dsgdb9nsd_007255,0.6,0.6
dsgdb9nsd_062917,0.0,1.9
dsgdb9nsd_062917,0.1,1.9
dsgdb9nsd_062917,0.1,2.0
dsgdb9nsd_062917,0.1,1.9
dsgdb9nsd_005077,0.2,2.0
dsgdb9nsd_005077,0.2,2.0
dsgdb9nsd_005077,0.2,2.0
dsgdb9nsd_049546,0.9,0.5
dsgdb9nsd_049546,0.9,0.3
dsgdb9nsd_049546,1.1,0.6
dsgdb9nsd_049546,1.1,1.0
dsgdb9nsd_049546,1.1,0.7
dsgdb9nsd_049546,1.1,0.6
dsgdb9nsd_049546,0.9,0.3
dsgdb9nsd_049546,0.9,0.7
dsgdb9nsd_049546,1.1,0.6
dsgdb9nsd_069916,0.0,1.8
dsgdb9nsd_069916,0.0,2.0
dsgdb9nsd_069916,0.0,2.0
dsgdb9nsd_069916,0.0,2.0
dsgdb9nsd_069916,0.0,1.8
dsgdb9nsd_069916,0.0,1.8
dsgdb9nsd_069916,0.0,1.8
dsgdb9nsd_069916,0.0,1.8
dsgdb9nsd_069916,0.0,2.0
dsgdb9nsd_069916,0.0,1.8
dsgdb9nsd_069916,0.0,2.0
dsgdb9nsd_003652,0.0,1.4
dsgdb9nsd_003652,0.0,1.4
dsgdb9nsd_003652,0.0,1.4
dsgdb9nsd_003652,0.0,1.4
dsgdb9nsd_003652,0.0,1.4
dsgdb9nsd_012669,0.0,1.1
dsgdb9nsd_012669,0.0,1.0
dsgdb9nsd_012669,0.0,1.1
dsgdb9nsd_012669,0.0,1.1
dsgdb9nsd_012669,0.0,1.1
dsgdb9nsd_012669,0.0,0.9
dsgdb9nsd_012669,0.0,1.1
dsgdb9nsd_001289,0.0,0.3
dsgdb9nsd_001289,0.0,0.5
dsgdb9nsd_001289,0.0,0.4
dsgdb9nsd_001289,0.0,0.3
dsgdb9nsd_001289,0.0,0.3
dsgdb9nsd_001289,0.0,0.3
dsgdb9nsd_001289,0.0,0.3
dsgdb9nsd_001289,0.0,0.3
dsgdb9nsd_001289,0.0,0.3
dsgdb9nsd_011974,0.0,1.7
dsgdb9nsd_004203,0.0,1.1
dsgdb9nsd_004203,0.0,1.1
dsgdb9nsd_004203,0.0,0.7
dsgdb9nsd_004203,0.0,0.8
dsgdb9nsd_004203,0.0,1.1
dsgdb9nsd_004203,0.0,0.8
dsgdb9nsd_004203,0.0,0.8
dsgdb9nsd_004203,0.0,0.7
dsgdb9nsd_010800,0.9,1.7
dsgdb9nsd_010800,0.9,1.7
dsgdb9nsd_010800,0.9,1.7
dsgdb9nsd_010800,1.2,1.3
dsgdb9nsd_010800,0.9,1.8
dsgdb9nsd_010800,1.2,1.3
dsgdb9nsd_010800,0.9,1.8
dsgdb9nsd_010800,0.9,1.8
dsgdb9nsd_010800,0.9,1.7
dsgdb9nsd_010800,0.9,1.7
dsgdb9nsd_000091,0.0,1.1
dsgdb9nsd_000091,0.0,1.1
dsgdb9nsd_000091,0.0,1.0
dsgdb9nsd_000091,0.0,1.1
dsgdb9nsd_000091,0.0,1.2
dsgdb9nsd_000091,0.0,1.1
dsgdb9nsd_000091,0.0,1.1
dsgdb9nsd_000091,0.0,1.1
dsgdb9nsd_000091,0.0,1.1
dsgdb9nsd_013483,0.0,1.2
dsgdb9nsd_013483,0.0,1.2
dsgdb9nsd_013483,0.0,1.2
dsgdb9nsd_013483,0.0,1.2
dsgdb9nsd_013483,0.0,1.2
dsgdb9nsd_013483,0.0,1.2
dsgdb9nsd_002462,0.0,1.6
dsgdb9nsd_002462,0.0,1.2
dsgdb9nsd_002462,0.0,1.1
dsgdb9nsd_002462,0.0,1.1
dsgdb9nsd_002462,0.0,1.1
dsgdb9nsd_002462,0.0,1.1
dsgdb9nsd_002462,0.0,1.1
dsgdb9nsd_002462,0.0,1.0
dsgdb9nsd_002462,0.0,1.1
dsgdb9nsd_002462,0.0,1.1
dsgdb9nsd_126443,0.5,1.7
dsgdb9nsd_126443,0.5,1.7
dsgdb9nsd_126443,0.5,1.7
dsgdb9nsd_126443,0.5,1.7
dsgdb9nsd_126443,0.5,1.7
dsgdb9nsd_008773,0.6,1.3
dsgdb9nsd_008773,0.6,0.9
dsgdb9nsd_008773,0.6,1.3
dsgdb9nsd_008773,0.6,1.3
dsgdb9nsd_008773,0.6,1.3
dsgdb9nsd_008773,0.6,1.3
dsgdb9nsd_005409,1.6,1.4
dsgdb9nsd_005409,1.4,1.4
dsgdb9nsd_005409,1.6,1.4
dsgdb9nsd_005409,1.4,0.8
dsgdb9nsd_005409,1.4,0.8
dsgdb9nsd_005409,1.4,1.4
dsgdb9nsd_005409,1.4,1.4
dsgdb9nsd_005409,1.4,0.5
dsgdb9nsd_006124,0.0,1.1
dsgdb9nsd_006124,0.0,1.1
dsgdb9nsd_006124,0.0,1.2
dsgdb9nsd_006124,0.0,1.1
dsgdb9nsd_006124,0.0,1.0
dsgdb9nsd_006124,0.0,1.1
dsgdb9nsd_006117,1.0,0.9
dsgdb9nsd_006117,1.2,1.3
dsgdb9nsd_006117,1.0,2.0
dsgdb9nsd_006117,1.0,2.0
dsgdb9nsd_006117,1.0,0.9
dsgdb9nsd_006117,1.0,0.9
dsgdb9nsd_006117,1.2,1.3
dsgdb9nsd_006117,1.0,0.9
dsgdb9nsd_006117,1.0,0.9
dsgdb9nsd_006117,0.9,2.0
dsgdb9nsd_006117,1.0,2.0
dsgdb9nsd_006117,1.0,0.9
dsgdb9nsd_006117,1.2,1.9
dsgdb9nsd_006117,1.0,1.0
dsgdb9nsd_002776,0.1,2.0
dsgdb9nsd_002776,0.0,1.9
dsgdb9nsd_002776,0.1,1.9
dsgdb9nsd_002776,0.1,1.9
dsgdb9nsd_002776,0.1,1.9
dsgdb9nsd_002776,0.1,1.9
dsgdb9nsd_002776,0.1,1.7
dsgdb9nsd_002776,0.1,1.9
dsgdb9nsd_016165,0.6,0.6
dsgdb9nsd_016165,0.6,0.6
dsgdb9nsd_016165,0.6,1.6
dsgdb9nsd_016165,0.6,1.6
dsgdb9nsd_016165,0.6,1.6
dsgdb9nsd_016165,0.6,1.6
dsgdb9nsd_016165,0.9,2.0
dsgdb9nsd_016165,0.6,1.6
dsgdb9nsd_000502,0.0,0.4
dsgdb9nsd_000502,0.0,0.4
dsgdb9nsd_000502,0.0,0.4
dsgdb9nsd_000502,0.0,0.8
dsgdb9nsd_000502,0.0,0.4
dsgdb9nsd_000502,0.0,0.4
dsgdb9nsd_000502,0.0,0.4
dsgdb9nsd_000502,0.0,0.4
dsgdb9nsd_014707,0.1,1.9
dsgdb9nsd_014707,0.1,1.9
dsgdb9nsd_014707,0.0,1.9
dsgdb9nsd_014707,0.1,1.9
dsgdb9nsd_014707,0.1,1.9
dsgdb9nsd_014707,0.1,1.7
dsgdb9nsd_002884,0.0,0.7
dsgdb9nsd_002884,0.0,0.7
dsgdb9nsd_002884,0.0,0.7
dsgdb9nsd_002884,0.0,0.9
dsgdb9nsd_002884,0.0,0.7
dsgdb9nsd_002884,0.0,0.7
dsgdb9nsd_002884,0.0,0.7
dsgdb9nsd_005616,0.1,1.3
dsgdb9nsd_005616,0.1,1.6
dsgdb9nsd_005616,0.1,1.9
dsgdb9nsd_005616,0.1,1.7
dsgdb9nsd_005616,0.1,1.9
dsgdb9nsd_005616,0.1,1.9
dsgdb9nsd_005616,0.0,1.6
dsgdb9nsd_003211,0.0,1.2
dsgdb9nsd_003211,0.0,1.1
dsgdb9nsd_003211,0.0,1.1
dsgdb9nsd_003211,0.0,1.1
dsgdb9nsd_003211,0.0,0.9
dsgdb9nsd_007915,0.0,1.1
dsgdb9nsd_007915,0.0,1.1
dsgdb9nsd_007915,0.0,0.9
dsgdb9nsd_007915,0.0,0.9
dsgdb9nsd_007915,0.0,1.1
dsgdb9nsd_007915,0.0,0.9
dsgdb9nsd_007915,0.0,0.9
dsgdb9nsd_090114,0.1,1.9
dsgdb9nsd_090114,0.1,1.9
dsgdb9nsd_090114,0.1,1.9
dsgdb9nsd_090114,0.1,1.9
dsgdb9nsd_090114,0.1,1.9
dsgdb9nsd_090114,0.1,1.9
dsgdb9nsd_090114,0.1,2.0
dsgdb9nsd_090114,0.1,1.9
dsgdb9nsd_001963,0.8,0.3
dsgdb9nsd_001963,0.8,0.3
dsgdb9nsd_001963,0.8,0.3
dsgdb9nsd_001963,0.8,0.3
dsgdb9nsd_001963,0.8,0.3
dsgdb9nsd_001963,0.8,1.9
dsgdb9nsd_001963,0.8,0.3
dsgdb9nsd_001963,0.8,1.9
dsgdb9nsd_001963,0.8,0.3
dsgdb9nsd_001963,0.8,1.9
dsgdb9nsd_001963,0.8,1.9
dsgdb9nsd_003780,0.0,1.7
dsgdb9nsd_003780,0.0,1.7
dsgdb9nsd_003780,0.0,1.7
dsgdb9nsd_003780,0.0,1.3
dsgdb9nsd_003780,0.0,1.7
dsgdb9nsd_037947,0.0,0.5
dsgdb9nsd_037947,0.0,0.4
dsgdb9nsd_037947,0.0,0.7
dsgdb9nsd_037947,0.0,0.3
dsgdb9nsd_037947,0.0,0.4
dsgdb9nsd_037947,0.0,0.3
dsgdb9nsd_037947,0.0,0.3
dsgdb9nsd_037947,0.0,0.4
dsgdb9nsd_011048,0.2,1.1
dsgdb9nsd_021850,0.0,1.1
dsgdb9nsd_021850,0.0,1.1
dsgdb9nsd_048539,0.0,0.8
dsgdb9nsd_048539,0.0,0.8
dsgdb9nsd_048539,0.0,0.8
dsgdb9nsd_048539,0.0,0.9
dsgdb9nsd_048539,0.0,0.8
dsgdb9nsd_048539,0.0,0.8
dsgdb9nsd_075406,0.0,0.4
dsgdb9nsd_075406,0.0,0.4
dsgdb9nsd_007918,0.0,0.9
dsgdb9nsd_007918,0.0,0.9
dsgdb9nsd_019775,0.6,0.1
dsgdb9nsd_019775,0.6,0.1
dsgdb9nsd_019775,0.6,0.1
dsgdb9nsd_019775,0.6,0.1
dsgdb9nsd_019775,0.6,0.1
dsgdb9nsd_013788,0.9,1.4
dsgdb9nsd_013788,1.3,0.1
dsgdb9nsd_013788,1.3,0.1
dsgdb9nsd_013788,1.0,1.4
dsgdb9nsd_013788,1.3,2.0
dsgdb9nsd_013788,1.3,0.2
dsgdb9nsd_013788,1.3,0.7
dsgdb9nsd_013788,1.3,1.4
dsgdb9nsd_013788,1.5,0.2
dsgdb9nsd_013788,1.3,1.4
dsgdb9nsd_013788,1.3,1.6
dsgdb9nsd_013788,1.3,1.0
dsgdb9nsd_013788,1.3,1.4
dsgdb9nsd_013788,1.3,1.4
dsgdb9nsd_013788,1.3,0.6
dsgdb9nsd_013788,1.3,0.2
dsgdb9nsd_013788,1.6,1.7
dsgdb9nsd_013788,1.2,1.9
dsgdb9nsd_013788,1.4,1.2
dsgdb9nsd_002985,0.8,0.1
dsgdb9nsd_002985,0.8,0.1
dsgdb9nsd_002985,1.0,1.8
dsgdb9nsd_002985,0.9,1.8
dsgdb9nsd_002985,0.8,0.1
dsgdb9nsd_002985,0.8,1.8
dsgdb9nsd_002985,0.9,1.5
dsgdb9nsd_002985,0.9,1.8
dsgdb9nsd_002985,0.8,1.8
dsgdb9nsd_002985,0.8,0.1
dsgdb9nsd_019141,0.0,1.6
dsgdb9nsd_019141,0.0,2.0
dsgdb9nsd_019141,0.0,2.0
dsgdb9nsd_019141,0.0,2.0
dsgdb9nsd_056003,0.0,0.8
dsgdb9nsd_056003,0.0,0.9
dsgdb9nsd_056003,0.0,0.8
dsgdb9nsd_004965,0.0,1.5
dsgdb9nsd_004965,0.0,1.6
dsgdb9nsd_004965,0.0,1.6
dsgdb9nsd_004965,0.0,1.6
dsgdb9nsd_009746,0.0,0.1
dsgdb9nsd_009746,0.0,0.1
dsgdb9nsd_009746,0.0,0.3
dsgdb9nsd_009746,0.0,0.3
dsgdb9nsd_009746,0.0,0.1
dsgdb9nsd_018826,0.0,1.1
dsgdb9nsd_018826,0.0,1.3
dsgdb9nsd_018826,0.0,1.3
dsgdb9nsd_018826,0.0,1.2
dsgdb9nsd_018826,0.0,1.2
dsgdb9nsd_018826,0.0,1.3
dsgdb9nsd_018826,0.0,1.3
dsgdb9nsd_018826,0.0,1.2
dsgdb9nsd_018826,0.0,1.2
dsgdb9nsd_018826,0.0,1.3
dsgdb9nsd_018826,0.0,1.2
dsgdb9nsd_018826,0.0,1.1
dsgdb9nsd_006954,0.0,1.2
dsgdb9nsd_006954,0.0,0.9
dsgdb9nsd_006954,0.0,0.9
dsgdb9nsd_006954,0.0,1.4
dsgdb9nsd_006954,0.0,0.9
dsgdb9nsd_006954,0.0,0.9
dsgdb9nsd_006954,0.0,0.9
dsgdb9nsd_006954,0.0,0.9
dsgdb9nsd_012955,0.0,1.1
dsgdb9nsd_012955,0.0,1.1
dsgdb9nsd_012955,0.0,1.2
dsgdb9nsd_012955,0.0,1.1
dsgdb9nsd_012955,0.0,1.1
dsgdb9nsd_018241,0.0,1.1
dsgdb9nsd_018241,0.0,1.1
dsgdb9nsd_018241,0.0,1.1
dsgdb9nsd_018241,0.0,1.0
dsgdb9nsd_018241,0.0,1.1
dsgdb9nsd_000581,1.3,0.2
dsgdb9nsd_000581,1.9,1.9
dsgdb9nsd_000581,1.2,0.7
dsgdb9nsd_000581,0.0,1.7
dsgdb9nsd_000581,0.8,1.9
dsgdb9nsd_000581,1.6,0.6
dsgdb9nsd_000581,0.9,0.8
dsgdb9nsd_000581,0.2,0.0
dsgdb9nsd_000581,0.7,1.6
dsgdb9nsd_000581,1.2,1.9
dsgdb9nsd_000581,0.6,0.5
dsgdb9nsd_000581,1.2,1.0
dsgdb9nsd_000581,1.7,0.3
dsgdb9nsd_000581,0.1,1.9
dsgdb9nsd_000581,1.2,1.7
dsgdb9nsd_000581,1.2,0.4
dsgdb9nsd_000581,0.5,0.1
dsgdb9nsd_000581,1.2,1.7
dsgdb9nsd_000581,1.2,1.9
dsgdb9nsd_000581,1.2,1.3
dsgdb9nsd_000581,1.9,1.5
dsgdb9nsd_000581,0.2,2.0
dsgdb9nsd_000581,0.4,1.9
dsgdb9nsd_000581,2.0,0.4
dsgdb9nsd_000581,1.2,1.9
dsgdb9nsd_000581,1.2,1.1
dsgdb9nsd_000581,1.8,1.2
dsgdb9nsd_000581,1.2,1.7
dsgdb9nsd_000581,0.4,0.2
dsgdb9nsd_000581,1.2,1.3
dsgdb9nsd_000581,0.3,0.0
dsgdb9nsd_000581,1.1,0.6
dsgdb9nsd_000581,1.2,1.9
dsgdb9nsd_000581,1.2,1.7
dsgdb9nsd_000581,1.2,1.9
dsgdb9nsd_000581,1.6,1.9
dsgdb9nsd_000581,1.5,1.7
dsgdb9nsd_000581,1.4,1.9
dsgdb9nsd_000581,2.0,1.7
dsgdb9nsd_000581,1.5,1.4
dsgdb9nsd_000581,0.0,1.1
dsgdb9nsd_000581,1.2,1.7
dsgdb9nsd_000581,1.2,1.7
dsgdb9nsd_000581,0.5,1.7
dsgdb9nsd_000581,1.2,1.9
dsgdb9nsd_000581,1.2,1.6
dsgdb9nsd_000581,1.2,1.7
dsgdb9nsd_000581,1.3,1.7
dsgdb9nsd_000581,1.0,0.9
dsgdb9nsd_000581,0.7,1.8
dsgdb9nsd_060148,0.7,1.8
dsgdb9nsd_060148,0.9,1.8
dsgdb9nsd_060148,0.8,1.9
dsgdb9nsd_060148,0.9,1.8
dsgdb9nsd_060148,0.9,1.8
dsgdb9nsd_060148,0.9,0.8
dsgdb9nsd_060148,0.9,1.8
dsgdb9nsd_016403,0.0,1.6
dsgdb9nsd_016403,0.0,1.6
dsgdb9nsd_016403,0.0,1.6
dsgdb9nsd_016403,0.0,1.6
dsgdb9nsd_016403,0.0,1.7
dsgdb9nsd_016403,0.0,1.6
dsgdb9nsd_016403,0.0,1.6
dsgdb9nsd_016403,0.0,1.7
dsgdb9nsd_010872,0.0,0.8
dsgdb9nsd_010872,0.0,0.7
dsgdb9nsd_010872,0.0,0.7
dsgdb9nsd_010872,0.0,0.7
dsgdb9nsd_010872,0.0,0.7
dsgdb9nsd_010872,0.0,0.7
dsgdb9nsd_010872,0.0,0.7
dsgdb9nsd_010872,0.0,0.9
dsgdb9nsd_006147,0.0,2.0
dsgdb9nsd_006147,0.0,1.2
dsgdb9nsd_006147,0.0,1.1
dsgdb9nsd_091371,0.0,1.1
dsgdb9nsd_091371,0.2,2.0
dsgdb9nsd_091371,0.0,1.1
dsgdb9nsd_091371,0.0,1.1
dsgdb9nsd_091371,0.0,1.1
dsgdb9nsd_091371,0.2,2.0
dsgdb9nsd_091371,0.2,2.0
dsgdb9nsd_002138,0.0,1.8
dsgdb9nsd_002138,0.0,1.8
dsgdb9nsd_002138,0.0,1.9
dsgdb9nsd_002138,0.0,1.8
dsgdb9nsd_002138,0.0,1.8
dsgdb9nsd_002138,0.0,1.8
dsgdb9nsd_002138,0.0,2.0
dsgdb9nsd_002138,0.0,1.9
dsgdb9nsd_002138,0.0,1.9
dsgdb9nsd_002138,0.0,1.8
dsgdb9nsd_002138,0.0,1.8
dsgdb9nsd_007035,0.0,1.8
dsgdb9nsd_029560,1.3,1.0
